-5.000000000000000000e+00	4.770651875295208733e+00
-4.996500000000000163e+00	4.776960662499703858e+00
-4.993000000000000327e+00	4.783282079203211801e+00
-4.989499999999999602e+00	4.789616159421515640e+00
-4.985999999999999766e+00	4.795962937285937144e+00
-4.982499999999999929e+00	4.802322447043827047e+00
-4.979000000000000092e+00	4.808694723059040221e+00
-4.975500000000000256e+00	4.815079799812401085e+00
-4.972000000000000419e+00	4.821477711902206309e+00
-4.968499999999999694e+00	4.827888494044690226e+00
-4.964999999999999858e+00	4.834312181074526649e+00
-4.961500000000000021e+00	4.840748807945309373e+00
-4.958000000000000185e+00	4.847198409730045121e+00
-4.954500000000000348e+00	4.853661021621650029e+00
-4.950999999999999623e+00	4.860136678933450582e+00
-4.947499999999999787e+00	4.866625417099663231e+00
-4.943999999999999950e+00	4.873127271675919303e+00
-4.940500000000000114e+00	4.879642278339755279e+00
-4.937000000000000277e+00	4.886170472891122607e+00
-4.933500000000000441e+00	4.892711891252895740e+00
-4.929999999999999716e+00	4.899266569471381949e+00
-4.926499999999999879e+00	4.905834543716837359e+00
-4.923000000000000043e+00	4.912415850283982088e+00
-4.919500000000000206e+00	4.919010525592514504e+00
-4.916000000000000369e+00	4.925618606187645909e+00
-4.912499999999999645e+00	4.932240128740607688e+00
-4.908999999999999808e+00	4.938875130049184214e+00
-4.905499999999999972e+00	4.945523647038245763e+00
-4.902000000000000135e+00	4.952185716760277856e+00
-4.898500000000000298e+00	4.958861376395914178e+00
-4.894999999999999574e+00	4.965550663254469477e+00
-4.891499999999999737e+00	4.972253614774485797e+00
-4.887999999999999901e+00	4.978970268524272491e+00
-4.884500000000000064e+00	4.985700662202448896e+00
-4.881000000000000227e+00	4.992444833638495894e+00
-4.877500000000000391e+00	4.999202820793299473e+00
-4.873999999999999666e+00	5.005974661759713840e+00
-4.870499999999999829e+00	5.012760394763099647e+00
-4.866999999999999993e+00	5.019560058161905758e+00
-4.863500000000000156e+00	5.026373690448213694e+00
-4.860000000000000320e+00	5.033201330248299854e+00
-4.856499999999999595e+00	5.040043016323221714e+00
-4.852999999999999758e+00	5.046898787569361389e+00
-4.849499999999999922e+00	5.053768683019015384e+00
-4.846000000000000085e+00	5.060652741840966584e+00
-4.842500000000000249e+00	5.067551003341062454e+00
-4.839000000000000412e+00	5.074463506962788806e+00
-4.835499999999999687e+00	5.081390292287870203e+00
-4.831999999999999851e+00	5.088331399036830405e+00
-4.828500000000000014e+00	5.095286867069613201e+00
-4.825000000000000178e+00	5.102256736386149072e+00
-4.821500000000000341e+00	5.109241047126968915e+00
-4.817999999999999616e+00	5.116239839573789361e+00
-4.814499999999999780e+00	5.123253154150125610e+00
-4.810999999999999943e+00	5.130281031421888294e+00
-4.807500000000000107e+00	5.137323512097994538e+00
-4.804000000000000270e+00	5.144380637030975478e+00
-4.800499999999999545e+00	5.151452447217600650e+00
-4.796999999999999709e+00	5.158538983799474842e+00
-4.793499999999999872e+00	5.165640288063682029e+00
-4.790000000000000036e+00	5.172756401443389329e+00
-4.786500000000000199e+00	5.179887365518482945e+00
-4.783000000000000362e+00	5.187033222016198764e+00
-4.779499999999999638e+00	5.194194012811748529e+00
-4.775999999999999801e+00	5.201369779928957549e+00
-4.772499999999999964e+00	5.208560565540908627e+00
-4.769000000000000128e+00	5.215766411970578886e+00
-4.765500000000000291e+00	5.222987361691489028e+00
-4.761999999999999567e+00	5.230223457328351699e+00
-4.758499999999999730e+00	5.237474741657718091e+00
-4.754999999999999893e+00	5.244741257608642293e+00
-4.751500000000000057e+00	5.252023048263333216e+00
-4.748000000000000220e+00	5.259320156857821615e+00
-4.744500000000000384e+00	5.266632626782620896e+00
-4.740999999999999659e+00	5.273960501583401239e+00
-4.737499999999999822e+00	5.281303824961657511e+00
-4.733999999999999986e+00	5.288662640775383394e+00
-4.730500000000000149e+00	5.296036993039760610e+00
-4.727000000000000313e+00	5.303426925927829494e+00
-4.723499999999999588e+00	5.310832483771186219e+00
-4.719999999999999751e+00	5.318253711060657807e+00
